Sigla,Município,Q1,Q2,Q3,Q4,Average Precipitation,,,,
BA,Itatim,77.47,46.77,28.67,38.8,47.9275,,,,
BA,Itiruçu,92.27,64,38.1,55.6,62.4925,,,,
BA,Itiúba,67.35,66.13,39.31,29.95,50.685,,,,
BA,Itororó,103.28,70.48,45.7,78.75,74.5525,,,,
BA,Ituaçu,103.91,68.86,23.77,59.36,63.975,,,,
BA,Ituberá,158.47,174.7,169.2,138.13,160.125,,,,
BA,Iuiú,140.14,50.8,0.94,70.97,65.7125,,,,
BA,Jaborandi,212.65,90.69,4.15,106.79,103.57,,,,
BA,Jacaraci,138.29,47.9,2.36,80.47,67.255,,,,
BA,Jacobina,86.54,69.05,36.73,41.08,58.35,,,,
BA,Jaguaquara,101.27,90.08,81.73,78.45,87.8825,,,,
BA,Jaguarari,67.46,65.38,23.11,26.77,45.68,,,,
BA,Jaguaripe,129.05,215.8,203.73,121.18,167.44,,,,
BA,Jandaíra,66.83,177.65,159.33,68.9,118.1775,,,,
BA,Jequié,96.24,74.7,57.64,70.17,74.6875,,,,
BA,Jeremoabo,52.9,69.76,46.17,21.22,47.5125,,,,
BA,Jiquiriçá,102.53,103.23,90.77,79.13,93.915,,,,
BA,Jitaúna,112.83,111.73,105.93,101.2,107.9225,,,,
BA,João Dourado,87.42,47.7,3.82,46.12,46.265,,,,
BA,Juazeiro,71.41,58.78,4.71,21.56,39.115,,,,
BA,Jucuruçu,136.19,85.52,58.53,107.73,96.9925,,,,
BA,Jussara,92.39,51.05,2.08,43.24,47.19,,,,
BA,Jussari,122.75,105.22,83.25,104.2,103.855,,,,
BA,Jussiape,114.23,58.13,11.02,69.8,63.295,,,,
BA,Lafaiete Coutinho,91.93,67,45.4,57.13,65.365,,,,
BA,Lagoa Real,110.76,44.43,2.46,70.93,57.145,,,,
BA,Laje,127.83,159.63,153.27,109.3,137.5075,,,,
BA,Lajedão,125.83,80.93,48.97,111.77,91.875,,,,
BA,Lajedinho,85.26,63.22,33.78,48.88,57.785,,,,
BA,Lajedo do Tabocal,92.27,64,38.1,55.6,62.4925,,,,
BA,Lamarão,73.43,87.3,66.03,47.5,68.565,,,,
BA,Lapão,102.99,50.73,3.69,50.2,51.9025,,,,
BA,Lauro de Freitas,107.2,258.13,195.2,101.8,165.5825,,,,
BA,Lençóis,120.68,85,34.56,69.63,77.4675,,,,
BA,Licínio de Almeida,138.67,49.8,1.9,74.33,66.175,,,,
BA,Livramento de Nossa Senhora,107.79,45.47,3.78,67.93,56.2425,,,,
BA,Luís Eduardo Magalhães,,,,,#DIV/0!,,,,
BA,Macajuba,89.86,72.07,45.52,50.27,64.43,,,,
BA,Macarani,101.23,62.88,37.22,82.92,71.0625,,,,
BA,Macaúbas,125.52,56.29,1.91,74.33,64.5125,,,,
BA,Macururé,55.35,62.73,14.03,13,36.2775,,,,
BA,Madre de Deus,99.43,250.87,185.37,104.33,160,,,,
BA,Maetinga,76.83,33.27,2.17,47.77,40.01,,,,
BA,Maiquinique,102.42,64.07,37.87,83.3,71.915,,,,
BA,Mairi,86.13,78.77,58.2,48.44,67.885,,,,
BA,Malhada,133.86,50.81,0.81,68.9,63.595,,,,
BA,Malhada de Pedras,94.08,40.48,3.22,62.07,49.9625,,,,
BA,Manoel Vitorino,93.4,47.48,15.35,51.13,51.84,,,,
BA,Mansidão,154.48,79.62,1.34,73.67,77.2775,,,,
BA,Maracás,95.58,56.73,27.43,53.97,58.4275,,,,
BA,Maragogipe,100.87,198.1,181.07,100.57,145.1525,,,,
BA,Maraú,152.47,198.02,183.05,140.87,168.6025,,,,
BA,Marcionílio Souza,99.46,62.32,18.24,52.83,58.2125,,,,
BA,Mascote,126.8,127.92,116.17,131.72,125.6525,,,,
BA,Mata de São João,85.27,210.53,159.52,85.85,135.2925,,,,
BA,Matina,138.77,51.01,1.43,68.39,64.9,,,,
BA,Medeiros Neto,119.8,76.78,46.83,106.77,87.545,,,,
BA,Miguel Calmon,84.53,69.57,41.22,40.77,59.0225,,,,
BA,Milagres,83.47,52.67,39.77,44.07,54.995,,,,
BA,Mirangaba,74.99,56.06,21.07,33.06,46.295,,,,
BA,Mirante,96.31,44.86,6.69,52.08,49.985,,,,
BA,Monte Santo,61.8,68.38,37.83,28.9,49.2275,,,,
BA,Morpará,135.24,71.75,1.42,75.15,70.89,,,,
BA,Morro do Chapéu,85.8,61.64,32.98,49.26,57.42,,,,
BA,Mortugaba,128.47,49.37,4.2,83.4,66.36,,,,
BA,Mucugê,123.5,78.18,25.09,80.21,76.745,,,,
BA,Mucuri,140.91,114.44,79.24,132.52,116.7775,,,,
BA,Mulungu do Morro,98.7,63.54,32.8,55.7,62.685,,,,
BA,Mundo Novo,88.06,80.85,64.11,52.83,71.4625,,,,
BA,Muniz Ferreira,91.83,156.77,148.63,88.5,121.4325,,,,
BA,Muquém de São Francisco,145.18,74.91,1.13,77.61,74.7075,,,,
BA,Muritiba,77.77,135.4,115.07,70.73,99.7425,,,,
BA,Mutuípe,104.3,109,103.33,85.37,100.5,,,,
BA,Nazaré,100.87,198.1,181.07,100.57,145.1525,,,,
BA,Nilo Peçanha,155.13,215.13,190.17,144.7,176.2825,,,,
BA,Nordestina,49.13,50.17,32.47,24.63,39.1,,,,
BA,Nova Canaã,102.27,73.17,51.01,77.99,76.11,,,,
BA,Nova Fátima,58.47,48.77,31.93,30.3,42.3675,,,,
BA,Nova Ibiá,132.8,135.73,141.5,116.93,131.74,,,,
BA,Nova Itarana,86.32,53.7,34.33,44.65,54.75,,,,
BA,Nova Redenção,112.57,79.83,21.8,66.3,70.125,,,,
BA,Nova Soure,55.48,94.9,79.6,40.73,67.6775,,,,
BA,Nova Viçosa,136.87,113.17,83.29,134.11,116.86,,,,
BA,Novo Horizonte,121.24,57.66,3.48,75.32,64.425,,,,
BA,Novo Triunfo,55.93,102.23,103.27,39.07,75.125,,,,
BA,Olindina,54.27,95.8,80.1,40.17,67.585,,,,
BA,Oliveira dos Brejinhos,115.06,57.91,3.83,64.9,60.425,,,,
BA,Ouriçangas,74.4,123.17,99.83,65.57,90.7425,,,,
BA,Ourolândia,72.09,42.07,2.69,34.03,37.72,,,,
BA,Palmas de Monte Alto,130.34,50.95,1.04,66.41,62.185,,,,
BA,Palmeiras,115.92,73.73,26.83,67.78,71.065,,,,
BA,Paramirim,130.83,54.11,3.4,76.78,66.28,,,,
BA,Paratinga,136.64,68.8,3.7,75.5,71.16,,,,
BA,Paripiranga,37.43,86.67,78.2,27.23,57.3825,,,,
BA,Pau Brasil,104.25,84.8,66.8,97.05,88.225,,,,
BA,Paulo Afonso,50.57,71.44,35.92,14.02,42.9875,,,,
BA,Pé de Serra,50.88,50.32,37.95,24.87,41.005,,,,
BA,Pedrão,74.4,123.17,99.83,65.57,90.7425,,,,
BA,Pedro Alexandre,42.68,71.73,62.43,22.91,49.9375,,,,
BA,Piatã,135.55,73.66,18.13,89.79,79.2825,,,,
BA,Pilão Arcado,117.4,74.08,1.5,48.05,60.2575,,,,
BA,Pindaí,134.97,48.28,2.08,70.67,64,,,,
BA,Pindobaçu,90.03,97.28,56.87,42.47,71.6625,,,,
BA,Pintadas,70.38,63.65,47.33,36.72,54.52,,,,
BA,Piraí do Norte,139.7,147.5,150.03,121.87,139.775,,,,
BA,Piripá,112.87,41.12,4.73,71.17,57.4725,,,,
BA,Piritiba,85.32,80.58,59.56,47.81,68.3175,,,,
BA,Planaltino,94.47,61.13,37.28,52.71,61.3975,,,,
BA,Planalto,84.18,42.42,24.7,54.52,51.455,,,,
BA,Poções,85.63,42.98,24.38,55.65,52.16,,,,
BA,Pojuca,79.93,202.43,155.07,86.9,131.0825,,,,
BA,Ponto Novo,88.33,81.73,46.27,39.3,63.9075,,,,
BA,Porto Seguro,125.09,130.87,106.62,132.57,123.7875,,,,
BA,Potiraguá,105.98,90.87,76.54,101.64,93.7575,,,,
BA,Prado,104.72,108.99,85.64,120.29,104.91,,,,
BA,Presidente Dutra,108,56.8,1.9,49.47,54.0425,,,,
BA,Presidente Jânio Quadros,77.33,30.59,2.12,48.98,39.755,,,,
BA,Presidente Tancredo Neves,127.83,134.43,128,104.43,123.6725,,,,
BA,Queimadas,67.8,56.82,33.01,31.85,47.37,,,,
BA,Quijingue,41.31,59.33,38.43,23.47,40.635,,,,
BA,Quixabeira,83.13,71.67,43.63,43.03,60.365,,,,
BA,Rafael Jambeiro,66.85,58.81,47.67,41.62,53.7375,,,,
BA,Remanso,95.51,71.05,1.77,37.63,51.49,,,,
BA,Retirolândia,65.37,56.8,36.53,35.53,48.5575,,,,
BA,Riachão das Neves,169.05,89.38,3.93,91.94,88.575,,,,
BA,Riachão do Jacuípe,55.1,51.45,40.18,31.78,44.6275,,,,
BA,Riacho de Santana,146.07,59.48,1.43,74.42,70.35,,,,
BA,Ribeira do Amparo,49.66,91.51,75.19,35.84,63.05,,,,
BA,Ribeira do Pombal,49.15,78.45,69.18,30.28,56.765,,,,
BA,Ribeirão do Largo,102.51,58.61,27.41,87.26,68.9475,,,,
BA,Rio de Contas,112.36,57.6,12.98,70.01,63.2375,,,,
BA,Rio do Antônio,104.82,43.03,2.61,66.6,54.265,,,,
BA,Rio do Pires,144.58,68.32,9.89,89.62,78.1025,,,,
BA,Rio Real,55.87,123.87,116.15,49.68,86.3925,,,,
BA,Rodelas,55.12,62.75,17.6,12.62,37.0225,,,,
BA,Ruy Barbosa,81.95,66.79,40.27,48.38,59.3475,,,,
BA,Salinas da Margarida,104.33,238.93,196.87,101.83,160.49,,,,
BA,Salvador,107.2,258.13,195.2,101.8,165.5825,,,,
BA,Santa Bárbara,78.73,90.33,71.37,53.6,73.5075,,,,
BA,Santa Brígida,46.12,66.12,45.53,17.28,43.7625,,,,
BA,Santa Cruz Cabrália,128.51,152,133.05,141.56,138.78,,,,
BA,Santa Cruz da Vitória,115.5,87.83,63.97,88.1,88.85,,,,
BA,Santa Inês,79.47,62.77,43.07,45.97,57.82,,,,
BA,Santaluz,65.21,58.42,34.08,32.58,47.5725,,,,
BA,Santa Luzia,136.61,139.68,128.13,142.24,136.665,,,,
BA,Santa Maria da Vitória,177.7,81.54,2.05,96.65,89.485,,,,
BA,Santana,154.61,71.32,1.97,89.13,79.2575,,,,
BA,Santanópolis,77.87,95.63,75.87,57.53,76.725,,,,
BA,Santa Rita de Cássia,160.9,83.78,3.21,79.79,81.92,,,,
BA,Santa Teresinha,73.13,52.2,41.43,41.87,52.1575,,,,
BA,Santo Amaro,90.2,216.87,168.8,100.47,144.085,,,,
BA,Santo Antônio de Jesus,108.5,130.3,121.9,86.5,111.8,,,,
BA,Santo Estêvão,65.33,85.1,71.53,49.77,67.9325,,,,
BA,São Desidério,223.6,105.93,3.59,114.09,111.8025,,,,
BA,São Domingos,67.47,56.83,38.5,35.73,49.6325,,,,
BA,São Félix,82.53,142.7,126.87,78.97,107.7675,,,,
BA,São Félix do Coribe,159.9,67.39,1.92,85.46,78.6675,,,,
BA,São Felipe,87.18,149.73,137.75,83.73,114.5975,,,,
BA,São Francisco do Conde,99.43,250.87,185.37,104.33,160,,,,
BA,São Gabriel,96.95,51.66,3.22,46.68,49.6275,,,,
BA,São Gonçalo dos Campos,82.07,137.43,105.9,68.5,98.475,,,,
BA,São José da Vitória,127.47,111.2,89.3,108.43,109.1,,,,
BA,São José do Jacuípe,76.87,63.13,41.43,39.37,55.2,,,,
BA,São Miguel das Matas,128.83,98.27,71.17,83.73,95.5,,,,
BA,São Sebastião do Passé,88.62,226.8,167,102.2,146.155,,,,
BA,Sapeaçu,73.87,108.5,95.33,68.63,86.5825,,,,
BA,Sátiro Dias,59.92,80.22,60.15,36.02,59.0775,,,,
BA,Saubara,97.13,234.13,183.73,102.87,154.465,,,,
BA,Saúde,105.57,104.9,58.2,48.9,79.3925,,,,
BA,Seabra,104.82,53.97,10.91,58.17,56.9675,,,,
BA,Sebastião Laranjeiras,146.71,55.91,1.2,73.44,69.315,,,,
BA,Senhor do Bonfim,77.08,77.47,43.37,32.88,57.7,,,,
BA,Serra do Ramalho,139.21,59.92,1.53,72.19,68.2125,,,,
BA,Sento Sé,90.98,60.02,1.82,36.85,47.4175,,,,
BA,Serra Dourada,129.45,58.09,1.48,75.55,66.1425,,,,
BA,Serra Preta,68.2,67.47,54.63,39.87,57.5425,,,,
BA,Serrinha,67,73.53,51.47,42.28,58.57,,,,
BA,Serrolândia,89.63,78.67,45.67,45.8,64.9425,,,,
BA,Simões Filho,102.27,249.03,183.33,106.73,160.34,,,,
BA,Sítio do Mato,135.82,62.09,1.19,72.66,67.94,,,,
BA,Sítio do Quinto,42.33,82.8,68.2,24.25,54.395,,,,
BA,Sobradinho,63.23,47.27,1.42,24.03,33.9875,,,,
BA,Souto Soares,97.29,52.13,12.64,51.69,53.4375,,,,
BA,Tabocas do Brejo Velho,146.65,69.6,1.44,81.7,74.8475,,,,
BA,Tanhaçu,92.87,55.52,15.4,53.83,54.405,,,,
BA,Tanque Novo,129.26,56.89,3.03,80.64,67.455,,,,
BA,Tanquinho,82.17,75.57,59.6,50.33,66.9175,,,,
BA,Taperoá,150.97,175.27,166.5,131.37,156.0275,,,,
BA,Tapiramutá,82.77,80.98,57.82,52.2,68.4425,,,,
BA,Teixeira de Freitas,114.64,85.17,60.68,104.2,91.1725,,,,
BA,Teodoro Sampaio,77.77,145.33,113.2,70.97,101.8175,,,,
BA,Teofilândia,66,77.73,49.73,38.57,58.0075,,,,
BA,Teolândia,140.43,140.9,136.97,114.73,133.2575,,,,
BA,Terra Nova,81.43,182.9,139.1,86.53,122.49,,,,
BA,Tremedal,118.63,43.61,5.37,74.88,60.6225,,,,
BA,Tucano,55.83,88.03,67.19,36.07,61.78,,,,
BA,Uauá,63.7,61.8,17.75,22.94,41.5475,,,,
BA,Ubaíra,75.53,75.37,53.93,52.47,64.325,,,,
BA,Ubaitaba,121,132.13,124.8,103.3,120.3075,,,,
BA,Ubatã,127.17,127.6,123.03,109.03,121.7075,,,,
BA,Uibaí,113.1,55.47,3.43,53.13,56.2825,,,,
BA,Umburanas,87.19,51.01,5.93,42.67,46.7,,,,
BA,Una,136.49,132.71,117.3,133.18,129.92,,,,
BA,Urandi,138.98,47.24,1.32,70.67,64.5525,,,,
BA,Uruçuca,140.77,147.27,140.4,130.93,139.8425,,,,
BA,Utinga,80.4,62.5,34.88,48.68,56.615,,,,
BA,Valença,139.17,174.89,162.73,119.66,149.1125,,,,
BA,Valente,65.37,56.8,36.53,35.53,48.5575,,,,
BA,Várzea da Roça,83.63,75.37,53.9,47,64.975,,,,
BA,Várzea do Poço,85.63,79.33,55.43,44.87,66.315,,,,
BA,Várzea Nova,78.43,47.45,14.03,38.71,44.655,,,,
BA,Varzedo,103.47,80.73,60.67,67.53,78.1,,,,
BA,Vera Cruz,116.07,248.17,207.6,110.33,170.5425,,,,
BA,Vereda,125.51,85,60,106.48,94.2475,,,,
BA,Vitória da Conquista,112.93,49.47,19.47,77.32,64.7975,,,,
BA,Wagner,90.93,65.53,33.13,52.5,60.5225,,,,
BA,Wanderley,155.56,79.85,1.14,78.41,78.74,,,,
BA,Wenceslau Guimarães,120.47,125.77,129.15,106.73,120.53,,,,
BA,Xique-Xique,114.52,63.1,1.25,51.41,57.57,,,,
BA,Trancoso,,,,,#DIV/0!,,,,
BA,Barcellos,,,,,#DIV/0!,,,,
BA,Olivença,,,,,#DIV/0!,,,,
BA,Villa Verde,,,,,#DIV/0!,,,,
CE,Abaiara,132.33,148.37,19.03,24.23,80.99,,,,
CE,Acarapé,85.03,210,34.67,7.43,84.2825,,,,
CE,Acaraú,89.27,240.47,26.05,2.87,89.665,,,,
CE,Acopiara,78.95,147.81,18.63,8.99,63.595,,,,
CE,Aiuaba,66.87,95.49,6.43,8.89,44.42,,,,
CE,Alcântaras,127.77,274.33,28.93,6.3,109.3325,,,,
CE,Altaneira,107.6,137.57,11.6,16.77,68.385,,,,
CE,Alto Santo,64.91,164.64,27.71,2.72,64.995,,,,
CE,Amontada,87.27,245.68,34.15,3.87,92.7425,,,,
CE,Antonina do Norte,76.8,113.2,11.37,11.37,53.185,,,,
CE,Apuiarés,58.45,163.5,21.37,2.18,61.375,,,,
CE,Aquiraz,108.67,286.57,71.07,12.53,119.71,,,,
CE,Aracati,75.89,202.23,36.17,6.62,80.2275,,,,
CE,Aracoiaba,82.79,198.82,35.2,6.98,80.9475,,,,
CE,Ararendá,86.27,190.47,18.77,4.8,75.0775,,,,
CE,Araripe,99.53,123.49,12.67,16.11,62.95,,,,
CE,Aratuba,97.8,250.73,71.9,13.9,108.5825,,,,
CE,Arneiroz,62.49,112.69,13.73,7.62,49.1325,,,,
CE,Assaré,98.08,128.22,9.9,15.32,62.88,,,,
CE,Aurora,121.63,161.3,13.2,16.15,78.07,,,,
CE,Baixio,99.33,149.33,18.23,10.3,69.2975,,,,
CE,Banabuiú,64.6,153.6,27.8,3.2,62.3,,,,
CE,Barbalha,142.15,155.3,23.03,25.43,86.4775,,,,
CE,Barreira,85.03,210,34.67,7.43,84.2825,,,,
CE,Barro,97.63,143.1,15.47,11.2,66.85,,,,
CE,Barroquinha,116.05,250.18,23.63,2.2,98.015,,,,
CE,Baturité,94.6,226.67,56.07,12.13,97.3675,,,,
CE,Beberibe,78.35,216.73,34.8,6.3,84.045,,,,
CE,Bela Cruz,93.7,234.05,19.97,2.32,87.51,,,,
CE,Boa Viagem,59.7,153.22,35.44,4.67,63.2575,,,,
CE,Brejo Santo,120.27,128.7,13.93,20.2,70.775,,,,
CE,Camocim,102.24,237.78,20.51,2.41,90.735,,,,
CE,Campos Sales,80.52,101.92,5.6,12.28,50.08,,,,
CE,Canindé,72.15,174.27,33.94,5.28,71.41,,,,
CE,Capistrano,94.6,226.67,56.07,12.13,97.3675,,,,
CE,Caridade,70.76,173.5,27.82,4.71,69.1975,,,,
CE,Cariré,83.02,199.91,15.92,2.79,75.41,,,,
CE,Caririaçu,142.57,171.03,17.8,21.33,88.1825,,,,
CE,Cariús,112.86,156.7,14.18,14.36,74.525,,,,
CE,Carnaubal,95.08,199.72,18,7.35,80.0375,,,,
CE,Cascavel,98.1,243.03,43.05,10.9,98.77,,,,
CE,Catarina,68.7,116.2,14.5,7.7,51.775,,,,
CE,Catunda,75.63,167.62,15.25,3.45,65.4875,,,,
CE,Caucaia,92.81,227.46,46.88,9.2,94.0875,,,,
CE,Cedro,112.67,169.73,17.27,12.67,78.085,,,,
CE,Chaval,108.23,236.73,20.2,2.57,91.9325,,,,
CE,Choró,62.1,174.98,42.87,3.53,70.87,,,,
CE,Chorozinho,75.4,192.87,31.2,6.63,76.525,,,,
CE,Coreaú,102.1,233.22,15.93,2.82,88.5175,,,,
CE,Crateús,81.35,158.74,11.49,6.7,64.57,,,,
CE,Crato,142.78,165.4,21.1,23.71,88.2475,,,,
CE,Croatá,79.22,153.27,13.12,5.25,62.715,,,,
CE,Cruz,98.28,256.35,22.62,2.55,94.95,,,,
CE,Deputado Irapuan Pinheiro,72.63,164,27.03,9.07,68.1825,,,,
CE,Ererê,64.2,169.33,23.07,3.63,65.0575,,,,
CE,Eusébio,108.67,286.57,71.07,12.53,119.71,,,,
CE,Farias Brito,132.57,162.12,13.43,18.67,81.6975,,,,
CE,Forquilha,77.27,180.77,16.07,2.8,69.2275,,,,
CE,Fortaleza,116.47,286.53,73.6,14.93,122.8825,,,,
CE,Fortim,86.2,232.2,36.2,6.83,90.3575,,,,
CE,Frecheirinha,114.4,235.5,19.47,4.8,93.5425,,,,
CE,General Sampaio,59.97,155.53,18.5,2.37,59.0925,,,,
CE,Graça,118.07,248.8,26.53,6.6,100,,,,
CE,Granja,108.42,235.4,20.11,3.49,91.855,,,,
CE,Granjeiro,139,176.43,16.17,18.2,87.45,,,,
CE,Groaíras,75.93,193.87,15.53,2.27,71.9,,,,
CE,Guaiúba,95.3,237.7,39.23,11.33,95.89,,,,
CE,Guaraciaba do Norte,78.03,161.82,12.58,4.85,64.32,,,,
CE,Guaramiranga,119.17,288.13,83.37,22.83,128.375,,,,
CE,Hidrolândia,78.27,178.25,12.02,3.87,68.1025,,,,
CE,Horizonte,90.37,227.5,40.33,9.9,92.025,,,,
CE,Ibaretama,78.58,164.53,25.6,4.93,68.41,,,,
CE,Ibiapina,110.57,230.73,22.7,6.93,92.7325,,,,
CE,Ibicuitinga,71.87,170.6,29.33,2.67,68.6175,,,,
CE,Icapuí,73.77,204.53,34.03,6.7,79.7575,,,,
CE,Icó,78.08,155.82,20.27,8.69,65.715,,,,
CE,Iguatu,89.11,159.16,18.3,10.99,69.39,,,,
CE,Independência,65.34,126.33,13.79,4.07,52.3825,,,,
CE,Ipaporanga,85.56,179.1,16.08,6.34,71.77,,,,
CE,Ipaumirim,99.33,149.33,18.23,10.3,69.2975,,,,
CE,Ipu,92.83,201.99,21.8,6.11,80.6825,,,,
CE,Ipueiras,93.87,190.93,21.11,6.77,78.17,,,,
CE,Iracema,64.4,170.17,23.62,3.28,65.3675,,,,
CE,Irauçuba,55.88,141.39,17.04,1.79,54.025,,,,
CE,Itaiçaba,54.23,165.43,23.83,2.27,61.44,,,,
CE,Itaitinga,117.5,277.1,62.37,16.7,118.4175,,,,
CE,Itapagé,72.67,185.87,27.77,3.87,72.545,,,,
CE,Itapipoca,92.68,230.45,30.95,6.05,90.0325,,,,
CE,Itapiúna,72.43,168.65,34.15,5.22,70.1125,,,,
CE,Itarema,84.78,244.24,31.11,2.96,90.7725,,,,
CE,Itatira,66.2,177.17,47.97,6.27,74.4025,,,,
CE,Jaguaretama,64.09,164.77,25.21,3.08,64.2875,,,,
CE,Jaguaribara,59.73,166.97,20.43,2.43,62.39,,,,
CE,Jaguaribe,61.69,153.89,20.17,4.75,60.125,,,,
CE,Jaguaruana,64.23,185.28,32.73,5.23,71.8675,,,,
CE,Jardim,109.77,136.77,25.67,18.6,72.7025,,,,
CE,Jati,101.23,115.9,9.73,15.43,60.5725,,,,
CE,Jijoca de Jericoacoara,99.63,258.7,21.67,2.37,95.5925,,,,
CE,Juazeiro do Norte,147.67,159.63,18.83,25.3,87.8575,,,,
CE,Jucás,96.33,143.05,15.31,12.01,66.675,,,,
CE,Lavras da Mangabeira,108.46,162.32,15.66,12.63,74.7675,,,,
CE,Limoeiro do Norte,64.35,166.6,27.6,1.68,65.0575,,,,
CE,Madalena,53.01,152.63,34.53,2.43,60.65,,,,
CE,Maracanaú,117.5,277.1,62.37,16.7,118.4175,,,,
CE,Maranguape,102.03,230.58,47.9,12.98,98.3725,,,,
CE,Marco,87.23,224.07,18.5,2.13,82.9825,,,,
CE,Martinópole,111.47,241.53,19.47,3.2,93.9175,,,,
CE,Massapê,98.97,228.33,19.3,3.23,87.4575,,,,
CE,Mauriti,112.9,138.71,19.36,17.01,71.995,,,,
CE,Meruoca,128.3,278.3,32.6,7.03,111.5575,,,,
CE,Milagres,123.85,150.62,14.05,19.67,77.0475,,,,
CE,Milhã,66.03,157.87,28.98,7.73,65.1525,,,,
CE,Miraíma,68.2,192.87,15.93,2,69.75,,,,
CE,Missão Velha,140.37,153.08,21.18,25.47,85.025,,,,
CE,Mombaça,66.31,147.64,27.45,7.11,62.1275,,,,
CE,Monsenhor Tabosa,71.83,161.88,30.48,5.64,67.4575,,,,
CE,Morada Nova,70.1,173.88,28.54,2.64,68.79,,,,
CE,Moraújo,104.7,239.4,17.53,2.93,91.14,,,,
CE,Morrinhos,78.9,223.3,21.6,1.83,81.4075,,,,
CE,Mucambo,116.57,232.43,19.03,3.4,92.8575,,,,
CE,Mulungu,119.17,288.13,83.37,22.83,128.375,,,,
CE,Nova Olinda,114.6,147.87,15.57,18.8,74.21,,,,
CE,Nova Russas,85.11,184.54,13.37,4.73,71.9375,,,,
CE,Novo Oriente,90.63,157.67,10.03,9.72,67.0125,,,,
CE,Ocara,76.49,185.26,33.46,5.91,75.28,,,,
CE,Orós,72.7,158.97,14.87,7,63.385,,,,
CE,Pacajus,75.4,192.87,31.2,6.63,76.525,,,,
CE,Pacatuba,117.5,277.1,62.37,16.7,118.4175,,,,
CE,Pacoti,119.17,288.13,83.37,22.83,128.375,,,,
CE,Pacujá,118.07,248.8,26.53,6.6,100,,,,
CE,Palhano,64.07,184.07,33.23,3.63,71.25,,,,
CE,Palmácia,111.03,241.3,54.23,15.5,105.515,,,,
CE,Paracuru,88.03,250.23,48.1,3.43,97.4475,,,,
CE,Paraipaba,87.8,230.53,45.1,5.03,92.115,,,,
CE,Cococi,,,,,#DIV/0!,,,,
CE,Parambu,74.16,110.08,7.61,9.48,50.3325,,,,
CE,Paramoti,56.5,148.93,16.2,1.3,55.7325,,,,
CE,Pedra Branca,63.91,149.94,34.26,6.23,63.585,,,,
CE,Penaforte,93.27,110.17,8,12.57,56.0025,,,,
CE,Pentecoste,64.98,185.58,23.89,2.49,69.235,,,,
CE,Pereiro,70.72,177.62,26.52,5,69.965,,,,
CE,Pindoretama,107.83,261.53,48.9,12.93,107.7975,,,,
CE,Piquet Carneiro,72.33,162.55,29.33,9.45,68.415,,,,
CE,Pires Ferreira,84.83,189.6,18.3,3.43,74.04,,,,
CE,Poranga,106.04,201.73,24.98,9.7,85.6125,,,,
CE,Porteiras,112.77,131.33,18.43,19.1,70.4075,,,,
CE,Potengi,93.75,121.57,8.5,14.45,59.5675,,,,
CE,Potiretama,61.33,164.87,23.73,2.97,63.225,,,,
CE,Quiterianópolis,76.33,123.93,6.38,6.52,53.29,,,,
CE,Quixadá,70.61,172.76,35.07,4.48,70.73,,,,
CE,Quixelô,80.35,162.75,22.32,10.1,68.88,,,,
CE,Quixeramobim,60.88,159.97,35.1,4.81,65.19,,,,
CE,Quixeré,61.75,178.6,32.47,1.88,68.675,,,,
CE,Redenção,110.03,247.47,50.73,15.3,105.8825,,,,
CE,Reriutaba,97.9,215.97,18,2.97,83.71,,,,
CE,Russas,63.46,172.9,26.99,2.32,66.4175,,,,
CE,Saboeiro,72.27,117.69,12.01,8.05,52.505,,,,
CE,Salitre,95.9,112.02,3.82,14.23,56.4925,,,,
CE,Santana do Acaraú,75.14,200.77,16.83,2.21,73.7375,,,,
CE,Santana do Cariri,114.1,148.3,21.1,19.87,75.8425,,,,
CE,Santa Quitéria,68.25,166.15,19.19,3.42,64.2525,,,,
CE,São Benedito,111.23,230.97,26.73,10.4,94.8325,,,,
CE,São Gonçalo do Amarante,84.84,227.51,36.82,4.52,88.4225,,,,
CE,São João do Jaguaribe,69.6,163.1,27.3,2.07,65.5175,,,,
CE,São Luís do Curu,79.8,217.43,28.77,4,82.5,,,,
CE,Senador Pompeu,65.08,163.53,39.44,7.93,68.995,,,,
CE,Senador Sá,98.7,224.47,16.93,2.37,85.6175,,,,
CE,Sobral,72.43,173.18,15.16,2.65,65.855,,,,
CE,Solonópole,65.7,159.26,24.61,6.25,63.955,,,,
CE,Tabuleiro do Norte,64.53,160.01,28.98,1.97,63.8725,,,,
CE,Tamboril,71.65,148.45,15.03,4.44,59.8925,,,,
CE,Tarrafas,86.93,134.83,14.97,12.3,62.2575,,,,
CE,Tauá,63.27,114.67,17.04,8.52,50.875,,,,
CE,Tejuçuoca,60.93,168.3,24.3,2.07,63.9,,,,
CE,Tianguá,108.72,224.25,17.73,5.55,89.0625,,,,
CE,Trairi,89.89,231.36,47.14,5.99,93.595,,,,
CE,Tururu,87.1,207.6,28.33,5,82.0075,,,,
CE,Ubajara,88.8,188.23,12.47,5.37,73.7175,,,,
CE,Umari,87.53,147.97,19.67,8.87,66.01,,,,
CE,Umirim,69.73,190.73,27.47,3.23,72.79,,,,
CE,Uruburetama,102.37,233.17,34.3,7.67,94.3775,,,,
CE,Uruoca,113.52,252.79,20.59,2.83,97.4325,,,,
CE,Varjota,81.63,196.4,16.13,3.07,74.3075,,,,
